3.992094e+002,8.646523e+001
4.011380e+002,8.805412e+001
4.030665e+002,8.978294e+001
4.049951e+002,9.141908e+001
4.069236e+002,9.284843e+001
4.088522e+002,9.402118e+001
4.107807e+002,9.490704e+001
4.127093e+002,9.546746e+001
4.146378e+002,9.567898e+001
4.165664e+002,9.555338e+001
4.184949e+002,9.515307e+001
4.204235e+002,9.457718e+001
4.223520e+002,9.393615e+001
4.242806e+002,9.332494e+001
4.262091e+002,9.280956e+001
4.281377e+002,9.242032e+001
4.300662e+002,9.215842e+001
4.319948e+002,9.200558e+001
4.339233e+002,9.193694e+001
4.358519e+002,9.192722e+001
4.377804e+002,9.195411e+001
4.397090e+002,9.199696e+001
4.416375e+002,9.203697e+001
4.435660e+002,9.205766e+001
4.454946e+002,9.205027e+001
4.474232e+002,9.201576e+001
4.493517e+002,9.196755e+001
4.512802e+002,9.192723e+001
4.532088e+002,9.191830e+001
4.551373e+002,9.195831e+001
4.570659e+002,9.205246e+001
4.589944e+002,9.219129e+001
4.609230e+002,9.235452e+001
4.628515e+002,9.251855e+001
4.647801e+002,9.266567e+001
4.667086e+002,9.278957e+001
4.686372e+002,9.289386e+001
4.705657e+002,9.298620e+001
4.724943e+002,9.307111e+001
4.744228e+002,9.314490e+001
4.763513e+002,9.319775e+001
4.782799e+002,9.321816e+001
4.802085e+002,9.320015e+001
4.821370e+002,9.314716e+001
4.840656e+002,9.307170e+001
4.859941e+002,9.299104e+001
4.879226e+002,9.292158e+001
4.898512e+002,9.287283e+001
4.917798e+002,9.284591e+001
4.937083e+002,9.283447e+001
4.956368e+002,9.282861e+001
4.975654e+002,9.281915e+001
4.994939e+002,9.280037e+001
5.014225e+002,9.277119e+001
5.033510e+002,9.273395e+001
5.052796e+002,9.269299e+001
5.072081e+002,9.265327e+001
5.091367e+002,9.261930e+001
5.110652e+002,9.259519e+001
5.129938e+002,9.258383e+001
5.149223e+002,9.258607e+001
5.168509e+002,9.260030e+001
5.187794e+002,9.262167e+001
5.207079e+002,9.264349e+001
5.226365e+002,9.265933e+001
5.245651e+002,9.266581e+001
5.264936e+002,9.266430e+001
5.284222e+002,9.266113e+001
5.303507e+002,9.266476e+001
5.322792e+002,9.268208e+001
5.342078e+002,9.271525e+001
5.361364e+002,9.275989e+001
5.380649e+002,9.280678e+001
5.399935e+002,9.284502e+001
5.419220e+002,9.286696e+001
5.438505e+002,9.287098e+001
5.457791e+002,9.286210e+001
5.477076e+002,9.284945e+001
5.496362e+002,9.284303e+001
5.515648e+002,9.284971e+001
5.534933e+002,9.287223e+001
